,prices_usd,market_caps,total_volumes,unix_timestamp
2021-05-21 05:38:42,9.714244277061146e-06,4788788877.854593,1839855709.540763,1621575522594
2021-05-21 05:45:06,9.794614126269879e-06,4847210196.820384,1845703503.874469,1621575906483
2021-05-21 05:49:19,9.802850208107344e-06,4847210196.820384,1844554998.8892465,1621576159391
2021-05-21 05:54:11,9.76612003100986e-06,4879182109.814244,1836796223.550626,1621576451030
2021-05-21 05:58:21,9.766328614272655e-06,4879182109.814244,1835858768.3673975,1621576701308
2021-05-21 06:04:54,9.708239492792406e-06,4846598889.7453985,1816237823.371167,1621577094387
2021-05-21 06:09:42,9.577269510581887e-06,4846598889.7453985,1779893358.9739826,1621577382528
2021-05-21 06:14:14,9.50381040826551e-06,4766903611.18174,1768062980.2226195,1621577654269
2021-05-21 06:21:14,9.5406989278681e-06,4766903611.18174,1772196595.751354,1621578074410
2021-05-21 06:24:20,9.576513735091473e-06,4748701299.69737,1778667768.5026727,1621578260814
2021-05-21 06:28:17,9.60427218368524e-06,4748701299.69737,1777428720.944532,1621578497254
2021-05-21 06:35:01,9.590021837409894e-06,4774681864.836451,1766132791.750442,1621578901109
2021-05-21 06:39:23,9.631779314842032e-06,4774681864.836451,1754247414.718411,1621579163473
2021-05-21 06:44:04,9.602561271664784e-06,4794034828.746975,1746093750.3603487,1621579444697
2021-05-21 06:48:48,9.622485125221292e-06,4794034828.746975,1744757153.7653613,1621579728359
2021-05-21 06:54:02,9.588674278570148e-06,4789408822.762999,1736273675.4907353,1621580042061
2021-05-21 06:59:34,9.6465127614879e-06,4789408822.762999,1746421739.154712,1621580374707
2021-05-21 07:11:57,9.669247212967369e-06,4801368121.38782,1737496311.3479118,1621581117789
2021-05-21 07:18:46,9.562851149794833e-06,4801368121.38782,1716427106.9587681,1621581526720
2021-05-21 07:24:26,9.556494140204879e-06,4758235759.299536,1714439217.1166818,1621581866062
2021-05-21 07:30:07,9.484093064100918e-06,4758235759.299536,1698686578.0282364,1621582207698
2021-05-21 07:33:25,9.381862465127406e-06,4720526808.407581,1675872120.165621,1621582405999
2021-05-21 07:41:22,9.212388594459253e-06,4585291080.0950365,1658519968.9158087,1621582882353
2021-05-21 07:44:59,9.215965700936158e-06,4585291080.0950365,1658950872.0931995,1621583099670
2021-05-21 07:50:00,9.259187491447619e-06,4608584340.330293,1660927687.1247897,1621583400377
2021-05-21 07:53:13,9.268221045338277e-06,4608584340.330293,1660600781.5096762,1621583593741
2021-05-21 08:00:50,9.306704698956924e-06,4608584340.330293,1647746909.8773692,1621584050134
2021-05-21 08:03:48,9.329129986983517e-06,4632235125.955476,1647478394.4321556,1621584228511
2021-05-21 08:08:13,9.267035116140894e-06,4632235125.955476,1628925191.8877225,1621584493699
2021-05-21 08:14:49,9.148540805009249e-06,4588563112.484513,1602355844.5644958,1621584889910
2021-05-21 08:19:17,9.184391869855464e-06,4588563112.484513,1609012399.9817305,1621585157112
2021-05-21 08:24:39,9.267609015989147e-06,4571356243.295507,1623076458.169496,1621585479417
2021-05-21 08:28:58,9.280153412927201e-06,4571356243.295507,1617567210.7750247,1621585738429
2021-05-21 08:34:13,9.255993132380697e-06,4609823700.113737,1611713895.769339,1621586053218
2021-05-21 08:39:01,9.213003667739511e-06,4609823700.113737,1599338092.322035,1621586341248
2021-05-21 08:43:59,9.164449651898852e-06,4585597221.113368,1585515001.6650379,1621586639659
2021-05-21 08:48:04,9.148475043275161e-06,4585597221.113368,1582334928.7660275,1621586884571
2021-05-21 08:52:07,9.178160004790791e-06,4553479326.4833975,1579989585.4225678,1621587127483
2021-05-21 08:59:34,9.184762901210049e-06,4553479326.4833975,1577280831.9175522,1621587574043
2021-05-21 09:02:22,9.239595478005304e-06,4571540917.090276,1584095132.53622,1621587742506
2021-05-21 09:08:22,9.299935122376769e-06,4571540917.090276,1589006451.1838138,1621588102643
2021-05-21 09:13:30,9.374338400849338e-06,4629476754.173425,1584301030.588963,1621588410138
2021-05-21 09:18:23,9.375214721391311e-06,4629476754.173425,1584206526.5344374,1621588703735
2021-05-21 09:23:21,9.415625405023376e-06,4682308183.244542,1589373263.6301317,1621589001811
2021-05-21 09:28:44,9.457511050996219e-06,4682308183.244542,1591108204.2693486,1621589324511
2021-05-21 09:34:30,9.554786807669695e-06,4712486983.707147,1583181360.2324607,1621589670187
2021-05-21 09:39:57,9.56516763215863e-06,4712486983.707147,1583478651.6316757,1621589997373
2021-05-21 09:44:21,9.557284771688085e-06,4760880131.536088,1577639558.0544095,1621590261414
2021-05-21 09:50:02,9.563718797882035e-06,4760880131.536088,1577434029.1541047,1621590602410
2021-05-21 09:54:07,9.542357499123598e-06,4760159001.851111,1570631415.531874,1621590847286
2021-05-21 09:59:19,9.393067094524975e-06,4760159001.851111,1543726520.8457284,1621591159669
2021-05-21 10:04:43,9.377153768750156e-06,4674940219.818197,1540235879.8899388,1621591483725
2021-05-21 10:09:43,9.36631985143673e-06,4674940219.818197,1537271964.106714,1621591783238
2021-05-21 10:12:43,9.359682885383572e-06,4658604009.895937,1538534856.9664857,1621591963519
2021-05-21 10:19:50,9.402818913968145e-06,4658604009.895937,1541674673.2826574,1621592390439
2021-05-21 10:22:53,9.38653059220565e-06,4680074147.099933,1530955107.908647,1621592573822
2021-05-21 10:29:56,9.425756180265191e-06,4680074147.099933,1528426687.7724502,1621592996927
2021-05-21 10:35:06,9.485245121003117e-06,4691490734.82582,1533452732.400756,1621593306594
2021-05-21 10:39:25,9.447268822422292e-06,4691490734.82582,1524919895.2573075,1621593565019
2021-05-21 10:43:59,9.434340957874049e-06,4702198243.001448,1520281881.111817,1621593839010
2021-05-21 10:47:46,9.452405455981574e-06,4702198243.001448,1522541056.0712912,1621594066220
2021-05-21 10:52:21,9.45997050506138e-06,4704754904.588136,1519479259.4000983,1621594341282
2021-05-21 10:58:08,9.398347433982096e-06,4704754904.588136,1505320293.3336306,1621594688557
2021-05-21 11:08:21,9.17970342049012e-06,4569022656.860897,1464646658.2667205,1621595301247
2021-05-21 11:12:56,9.21066212433455e-06,4569022656.860897,1469812506.3095136,1621595576003
2021-05-21 11:19:58,9.232541979619708e-06,4595322043.971825,1471396228.2924874,1621595998874
2021-05-21 11:24:15,9.20011048578949e-06,4595322043.971825,1468596982.333493,1621596255540
2021-05-21 11:28:30,9.189581832709583e-06,4595322043.971825,1466149730.945147,1621596510706
2021-05-21 11:33:35,9.235993503080345e-06,4574171433.403181,1472494829.3499184,1621596815629
2021-05-21 11:39:54,9.221961640716378e-06,4590055881.662193,1468522421.381803,1621597194654
2021-05-21 11:44:41,9.21624260667681e-06,4590055881.662193,1460169188.0579114,1621597481519
2021-05-21 11:50:15,9.260047120061423e-06,4590055881.662193,1465030258.23027,1621597815405
2021-05-21 11:55:06,9.259704199879582e-06,4609012204.111184,1464442158.3156872,1621598106613
2021-05-21 11:59:04,9.298787391251592e-06,4609012204.111184,1470074746.5807405,1621598344459
2021-05-21 12:01:34,9.332531593920696e-06,4645089971.350856,1474085891.2692869,1621598494731
2021-05-21 12:09:49,9.359563923056568e-06,4645089971.350856,1466720136.7678456,1621598989247
2021-05-21 12:13:53,9.326183677337309e-06,4658544798.661924,1461477794.5726988,1621599233713
2021-05-21 12:19:28,9.390054584459003e-06,4658544798.661924,1470457303.933547,1621599568807
2021-05-21 12:23:59,9.351336425374335e-06,4673720945.034959,1461094771.232274,1621599839017
2021-05-21 12:29:38,9.33684863488961e-06,4673720945.034959,1458072330.0921113,1621600178234
2021-05-21 12:34:26,9.281818064955198e-06,4647238696.325296,1443351388.4294267,1621600466827
2021-05-21 12:39:55,9.245917731307537e-06,4647238696.325296,1436490833.6937585,1621600795230
2021-05-21 12:44:06,9.261794095436602e-06,4601979569.7888155,1429273746.4289753,1621601046639
2021-05-21 12:48:42,9.259036993817595e-06,4601979569.7888155,1420334561.4671345,1621601322811
2021-05-21 12:53:37,9.189317275447334e-06,4604878497.740774,1406982558.7389863,1621601617935
2021-05-21 12:59:49,9.140395363553095e-06,4604878497.740774,1383901997.389162,1621601989279
2021-05-21 13:03:22,9.127458724306593e-06,4550011969.281162,1379721257.1168022,1621602202770
2021-05-21 13:08:05,9.148314837007033e-06,4550011969.281162,1379819076.6646965,1621602485935
2021-05-21 13:13:21,9.177001834183818e-06,4553711695.282268,1375760167.5476336,1621602801437
2021-05-21 13:17:57,9.20393894894627e-06,4553711695.282268,1375799835.9512985,1621603077983
2021-05-21 13:24:44,9.298238470213648e-06,4627802233.295428,1360595643.659526,1621603484339
2021-05-21 13:29:10,9.286687102317643e-06,4627802233.295428,1349031720.4425569,1621603750520
2021-05-21 13:34:35,9.309617164218256e-06,4627420735.555204,1344064381.1538286,1621604075663
2021-05-21 13:38:53,9.324139121249805e-06,4627420735.555204,1336198859.024022,1621604333020
2021-05-21 13:43:54,9.348350253503885e-06,4640912777.815954,1287974492.8118894,1621604634605
2021-05-21 13:48:33,9.329105928352812e-06,4640912777.815954,1272281037.0809393,1621604913275
2021-05-21 13:53:44,9.317635666105891e-06,4638434492.260778,1267997159.1073093,1621605224424
2021-05-21 13:58:32,9.333049955221465e-06,4638434492.260778,1266856450.7291825,1621605512486
2021-05-21 14:04:46,9.334780287875932e-06,4641732773.040497,1261005192.7747958,1621605886729
2021-05-21 14:09:46,9.477144069621465e-06,4641732773.040497,1249399477.6059554,1621606186564
2021-05-21 14:14:39,9.453877983795774e-06,4717068078.668214,1244282444.9984741,1621606479469
