,prices_usd,market_caps,total_volumes,unix_timestamp
2021-02-21 06:19:22,7.270209730562049e-09,0.0,338525.06336831173,1613888362075
2021-02-21 07:19:40,7.239816376513443e-09,0.0,336458.832520081,1613891980226
2021-02-21 08:18:47,7.2847980110915e-09,0.0,368751.16747244465,1613895527858
2021-02-21 09:18:03,7.316790821320928e-09,0.0,364011.53366413637,1613899083139
2021-02-21 10:19:34,7.385723737415562e-09,0.0,365868.41177932255,1613902774202
2021-02-21 11:19:17,7.429017284767615e-09,0.0,367017.9262644662,1613906357032
2021-02-21 12:21:50,7.3179908420719306e-09,0.0,360166.89486928383,1613910110602
2021-02-21 13:19:36,7.279941628872478e-09,0.0,351703.4019593966,1613913576065
2021-02-21 14:18:05,7.3283157142953346e-09,0.0,352296.61013881204,1613917085826
2021-02-21 15:19:58,7.381630390623883e-09,0.0,343795.3095690544,1613920798311
2021-02-21 16:20:36,7.343313284372644e-09,0.0,270200.859299717,1613924436894
2021-02-21 17:19:27,7.355368527964974e-09,0.0,263130.41379264626,1613927967230
2021-02-21 18:19:35,7.436960198785616e-09,0.0,250869.1360089411,1613931575125
2021-02-21 19:19:36,7.767772342595312e-09,0.0,251561.40964458123,1613935176444
2021-02-21 20:23:50,7.4443065878544314e-09,0.0,250273.96678190358,1613939030066
2021-02-21 21:19:20,7.180979889625503e-09,0.0,239690.802609948,1613942360570
2021-02-21 22:18:44,7.257909565043661e-09,0.0,162384.40294940092,1613945924564
2021-02-21 23:18:40,7.286078039937392e-09,0.0,147325.95777762955,1613949520093
2021-02-22 00:20:44,7.27373292837034e-09,0.0,141520.66656845514,1613953244664
2021-02-22 01:28:25,7.168598719214587e-09,0.0,140307.99855694824,1613957305082
2021-02-22 02:27:51,7.061027462910055e-09,0.0,130278.57353685927,1613960871338
2021-02-22 03:27:34,7.166377125059488e-09,0.0,133655.5252012982,1613964454955
2021-02-22 04:27:40,7.123193378211498e-09,0.0,132663.6934439513,1613968060558
2021-02-22 05:27:29,7.102956313663191e-09,0.0,96978.63226180308,1613971649867
2021-02-22 06:29:39,7.166922355378356e-09,0.0,98996.43898182061,1613975379143
2021-02-22 07:05:35,6.9059474617423124e-09,0.0,100944.7108927763,1613977535174
2021-02-22 08:02:57,7.050738385679245e-09,0.0,78460.8800192999,1613980977609
