,prices_usd,market_caps,total_volumes,unix_timestamp
2021-06-27 04:04:43,33261.06916856768,623298195741.0957,39743109796.982506,1624766683584
2021-06-27 04:09:53,33214.04288970635,622543028649.5496,39689164843.36954,1624766993543
2021-06-27 04:14:56,33159.200131971484,622543028649.5496,39707263683.13134,1624767296094
2021-06-27 04:19:48,33064.64397456177,619742789804.1938,39637663508.75391,1624767588860
2021-06-27 04:25:00,33079.210964309474,619742789804.1938,39694426765.086205,1624767900061
2021-06-27 04:29:51,33064.733254045925,619744463202.4202,39665673046.417534,1624768191962
2021-06-27 04:34:02,33064.77232619758,619744463202.4202,39667351697.35456,1624768442788
2021-06-27 04:39:28,33067.153722321294,619789830930.0377,39579187584.2871,1624768768432
2021-06-27 04:44:47,33123.34217877943,619789830930.0377,39768946811.91637,1624769087793
2021-06-27 04:49:31,33168.6033464278,621691338568.1277,39883698018.491844,1624769371114
2021-06-27 04:54:47,33244.44782061603,621691338568.1277,40012835373.915344,1624769687494
2021-06-27 05:00:34,33273.359102643706,623624060557.387,40040159427.60525,1624770034839
2021-06-27 05:04:50,33257.081776825085,623624060557.387,39973450295.616714,1624770290018
2021-06-27 05:10:30,33239.355567706174,623624060557.387,39690610384.31235,1624770630809
2021-06-27 05:14:55,33230.598154196356,623624060557.387,39684379690.881935,1624770895974
2021-06-27 05:19:28,33229.44643827439,623624060557.387,39641995811.310234,1624771168210
2021-06-27 05:24:50,33240.44034476231,623624060557.387,39678343444.30699,1624771490281
2021-06-27 05:29:57,33334.02540854493,623706887721.4302,39936552864.79373,1624771797142
2021-06-27 05:34:57,33371.509977663845,625702529815.7152,40017427309.85047,1624772097202
2021-06-27 05:39:50,33347.6246479644,625047434307.5355,39998434344.35481,1624772390175
2021-06-27 05:44:31,33272.19519791806,625047434307.5355,39880466700.60594,1624772671928
2021-06-27 05:50:25,33004.7603401684,618830210510.7513,39663297022.12941,1624773025060
2021-06-27 05:54:48,32837.449820453054,618830210510.7513,39577315345.83356,1624773288827
2021-06-27 05:59:28,32873.65414378919,616163818963.1193,39682755024.3011,1624773568909
2021-06-27 06:05:04,33002.44584485769,616163818963.1193,39836476472.59026,1624773904350
2021-06-27 06:10:31,33064.6551690476,616163818963.1193,39924461532.78139,1624774231537
2021-06-27 06:14:56,33282.51727524917,622479805356.5037,40202160435.71291,1624774496199
2021-06-27 06:19:47,33254.451509279555,623301486419.0305,40178811670.23401,1624774787396
2021-06-27 06:24:36,33238.68653915285,623301486419.0305,40184146733.85282,1624775076811
